OID_,Date,Station_Name,Station_Id,Snow_Water_Equivalent__mm__Start_of_Day_Values,Snow_Depth__cm__Start_of_Day_Values,Elevation__ft_,Latitude,Longitude
115,1/23/2009 0:00:00,Bristlecone Trail,1111,145,41,8890,36.315750000000001,-115.695430000000002
116,1/24/2009 0:00:00,Bristlecone Trail,1111,145,38,8890,36.315750000000001,-115.695430000000002
117,1/25/2009 0:00:00,Bristlecone Trail,1111,147,38,8890,36.315750000000001,-115.695430000000002
118,1/26/2009 0:00:00,Bristlecone Trail,1111,150,38,8890,36.315750000000001,-115.695430000000002
119,1/27/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
120,1/28/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
121,1/29/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
122,1/30/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
123,1/31/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
124,2/1/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
125,2/2/2009 0:00:00,Bristlecone Trail,1111,150,41,8890,36.315750000000001,-115.695430000000002
126,2/3/2009 0:00:00,Bristlecone Trail,1111,150,38,8890,36.315750000000001,-115.695430000000002
127,2/4/2009 0:00:00,Bristlecone Trail,1111,150,38,8890,36.315750000000001,-115.695430000000002
128,2/5/2009 0:00:00,Bristlecone Trail,1111,150,38,8890,36.315750000000001,-115.695430000000002
129,2/6/2009 0:00:00,Bristlecone Trail,1111,157,46,8890,36.315750000000001,-115.695430000000002
130,2/7/2009 0:00:00,Bristlecone Trail,1111,185,69,8890,36.315750000000001,-115.695430000000002
131,2/8/2009 0:00:00,Bristlecone Trail,1111,196,79,8890,36.315750000000001,-115.695430000000002
132,2/9/2009 0:00:00,Bristlecone Trail,1111,201,81,8890,36.315750000000001,-115.695430000000002
133,2/10/2009 0:00:00,Bristlecone Trail,1111,201,84,8890,36.315750000000001,-115.695430000000002
134,2/11/2009 0:00:00,Bristlecone Trail,1111,201,84,8890,36.315750000000001,-115.695430000000002
135,2/12/2009 0:00:00,Bristlecone Trail,1111,211,84,8890,36.315750000000001,-115.695430000000002
136,2/13/2009 0:00:00,Bristlecone Trail,1111,208,86,8890,36.315750000000001,-115.695430000000002
137,2/14/2009 0:00:00,Bristlecone Trail,1111,224,104,8890,36.315750000000001,-115.695430000000002
138,2/15/2009 0:00:00,Bristlecone Trail,1111,226,94,8890,36.315750000000001,-115.695430000000002
139,2/16/2009 0:00:00,Bristlecone Trail,1111,234,86,8890,36.315750000000001,-115.695430000000002
140,2/17/2009 0:00:00,Bristlecone Trail,1111,254,102,8890,36.315750000000001,-115.695430000000002
141,2/18/2009 0:00:00,Bristlecone Trail,1111,257,102,8890,36.315750000000001,-115.695430000000002
142,2/19/2009 0:00:00,Bristlecone Trail,1111,259,97,8890,36.315750000000001,-115.695430000000002
143,2/20/2009 0:00:00,Bristlecone Trail,1111,259,91,8890,36.315750000000001,-115.695430000000002
144,2/21/2009 0:00:00,Bristlecone Trail,1111,259,91,8890,36.315750000000001,-115.695430000000002
145,2/22/2009 0:00:00,Bristlecone Trail,1111,262,86,8890,36.315750000000001,-115.695430000000002
146,2/23/2009 0:00:00,Bristlecone Trail,1111,274,89,8890,36.315750000000001,-115.695430000000002
147,2/24/2009 0:00:00,Bristlecone Trail,1111,279,89,8890,36.315750000000001,-115.695430000000002
148,2/25/2009 0:00:00,Bristlecone Trail,1111,279,86,8890,36.315750000000001,-115.695430000000002
149,2/26/2009 0:00:00,Bristlecone Trail,1111,279,84,8890,36.315750000000001,-115.695430000000002
150,2/27/2009 0:00:00,Bristlecone Trail,1111,279,84,8890,36.315750000000001,-115.695430000000002
151,2/28/2009 0:00:00,Bristlecone Trail,1111,279,81,8890,36.315750000000001,-115.695430000000002
152,3/1/2009 0:00:00,Bristlecone Trail,1111,279,81,8890,36.315750000000001,-115.695430000000002
153,3/2/2009 0:00:00,Bristlecone Trail,1111,279,79,8890,36.315750000000001,-115.695430000000002
154,3/3/2009 0:00:00,Bristlecone Trail,1111,292,79,8890,36.315750000000001,-115.695430000000002
155,3/4/2009 0:00:00,Bristlecone Trail,1111,292,79,8890,36.315750000000001,-115.695430000000002
156,3/5/2009 0:00:00,Bristlecone Trail,1111,292,79,8890,36.315750000000001,-115.695430000000002
157,3/6/2009 0:00:00,Bristlecone Trail,1111,292,79,8890,36.315750000000001,-115.695430000000002
158,3/7/2009 0:00:00,Bristlecone Trail,1111,292,79,8890,36.315750000000001,-115.695430000000002
159,3/8/2009 0:00:00,Bristlecone Trail,1111,292,76,8890,36.315750000000001,-115.695430000000002
160,3/9/2009 0:00:00,Bristlecone Trail,1111,292,74,8890,36.315750000000001,-115.695430000000002
161,3/10/2009 0:00:00,Bristlecone Trail,1111,292,74,8890,36.315750000000001,-115.695430000000002
162,3/11/2009 0:00:00,Bristlecone Trail,1111,292,71,8890,36.315750000000001,-115.695430000000002
163,3/12/2009 0:00:00,Bristlecone Trail,1111,290,69,8890,36.315750000000001,-115.695430000000002
164,3/13/2009 0:00:00,Bristlecone Trail,1111,290,69,8890,36.315750000000001,-115.695430000000002
165,3/14/2009 0:00:00,Bristlecone Trail,1111,290,69,8890,36.315750000000001,-115.695430000000002
166,3/15/2009 0:00:00,Bristlecone Trail,1111,284,64,8890,36.315750000000001,-115.695430000000002
167,3/16/2009 0:00:00,Bristlecone Trail,1111,277,61,8890,36.315750000000001,-115.695430000000002
168,3/17/2009 0:00:00,Bristlecone Trail,1111,264,58,8890,36.315750000000001,-115.695430000000002
169,3/18/2009 0:00:00,Bristlecone Trail,1111,259,56,8890,36.315750000000001,-115.695430000000002
170,3/19/2009 0:00:00,Bristlecone Trail,1111,254,53,8890,36.315750000000001,-115.695430000000002
171,3/20/2009 0:00:00,Bristlecone Trail,1111,251,51,8890,36.315750000000001,-115.695430000000002
172,3/21/2009 0:00:00,Bristlecone Trail,1111,249,46,8890,36.315750000000001,-115.695430000000002
173,3/22/2009 0:00:00,Bristlecone Trail,1111,246,48,8890,36.315750000000001,-115.695430000000002
174,3/23/2009 0:00:00,Bristlecone Trail,1111,244,51,8890,36.315750000000001,-115.695430000000002
175,3/24/2009 0:00:00,Bristlecone Trail,1111,241,51,8890,36.315750000000001,-115.695430000000002
176,3/25/2009 0:00:00,Bristlecone Trail,1111,236,46,8890,36.315750000000001,-115.695430000000002
177,3/26/2009 0:00:00,Bristlecone Trail,1111,231,41,8890,36.315750000000001,-115.695430000000002
178,3/27/2009 0:00:00,Bristlecone Trail,1111,224,41,8890,36.315750000000001,-115.695430000000002
179,3/28/2009 0:00:00,Bristlecone Trail,1111,211,41,8890,36.315750000000001,-115.695430000000002
180,3/29/2009 0:00:00,Bristlecone Trail,1111,160,38,8890,36.315750000000001,-115.695430000000002
181,3/30/2009 0:00:00,Bristlecone Trail,1111,132,30,8890,36.315750000000001,-115.695430000000002
182,3/31/2009 0:00:00,Bristlecone Trail,1111,132,30,8890,36.315750000000001,-115.695430000000002
183,4/1/2009 0:00:00,Bristlecone Trail,1111,124,28,8890,36.315750000000001,-115.695430000000002
184,4/2/2009 0:00:00,Bristlecone Trail,1111,107,23,8890,36.315750000000001,-115.695430000000002
185,4/3/2009 0:00:00,Bristlecone Trail,1111,91,20,8890,36.315750000000001,-115.695430000000002
186,4/4/2009 0:00:00,Bristlecone Trail,1111,86,25,8890,36.315750000000001,-115.695430000000002
187,4/5/2009 0:00:00,Bristlecone Trail,1111,91,20,8890,36.315750000000001,-115.695430000000002
188,4/6/2009 0:00:00,Bristlecone Trail,1111,76,15,8890,36.315750000000001,-115.695430000000002
189,4/7/2009 0:00:00,Bristlecone Trail,1111,53,10,8890,36.315750000000001,-115.695430000000002
190,4/8/2009 0:00:00,Bristlecone Trail,1111,18,5,8890,36.315750000000001,-115.695430000000002
191,4/9/2009 0:00:00,Bristlecone Trail,1111,8,3,8890,36.315750000000001,-115.695430000000002
192,4/10/2009 0:00:00,Bristlecone Trail,1111,3,3,8890,36.315750000000001,-115.695430000000002
193,4/11/2009 0:00:00,Bristlecone Trail,1111,10,15,8890,36.315750000000001,-115.695430000000002
194,4/12/2009 0:00:00,Bristlecone Trail,1111,20,13,8890,36.315750000000001,-115.695430000000002
195,4/13/2009 0:00:00,Bristlecone Trail,1111,10,3,8890,36.315750000000001,-115.695430000000002
196,4/14/2009 0:00:00,Bristlecone Trail,1111,3,0,8890,36.315750000000001,-115.695430000000002
197,4/15/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
198,4/16/2009 0:00:00,Bristlecone Trail,1111,10,5,8890,36.315750000000001,-115.695430000000002
199,4/17/2009 0:00:00,Bristlecone Trail,1111,10,5,8890,36.315750000000001,-115.695430000000002
200,4/18/2009 0:00:00,Bristlecone Trail,1111,5,3,8890,36.315750000000001,-115.695430000000002
201,4/19/2009 0:00:00,Bristlecone Trail,1111,3,0,8890,36.315750000000001,-115.695430000000002
202,4/20/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
203,4/21/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
204,4/22/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
205,4/23/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
206,4/24/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
207,4/25/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
208,4/26/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
209,4/27/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
210,4/28/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
211,4/29/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
212,4/30/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
213,5/1/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
214,5/2/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
215,5/3/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
216,5/4/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
217,5/5/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
218,5/6/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
219,5/7/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
220,5/8/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
221,5/9/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
222,5/10/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
223,5/11/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
224,5/12/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
225,5/13/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
226,5/14/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
227,5/15/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
228,5/16/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
229,5/17/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
230,5/18/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
231,5/19/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
232,5/20/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
233,5/21/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
234,5/22/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
235,5/23/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
236,5/24/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
237,5/25/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
238,5/26/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
239,5/27/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
240,5/28/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
241,5/29/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
242,5/30/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
243,5/31/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
244,6/1/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
245,6/2/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
246,6/3/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
247,6/4/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
248,6/5/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
249,6/6/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
250,6/7/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
251,6/8/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
252,6/9/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
253,6/10/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
254,6/11/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
255,6/12/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
256,6/13/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
257,6/14/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
258,6/15/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
259,6/16/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
260,6/17/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
261,6/18/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
262,6/19/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
263,6/20/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
264,6/21/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
265,6/22/2009 0:00:00,Bristlecone Trail,1111,0,0,8890,36.315750000000001,-115.695430000000002
